"id:ID","name","uri_reference","uuid"
"2242","RESULT.quantity.value","https://crm.d4k.dk/dataset/observation/observation_result/result/quantity/value","ef1a3db6-fc94-4e48-a797-2c40c480d94a"
"2243","RESULT.quantity.unit","https://crm.d4k.dk/dataset/observation/observation_result/result/quantity/unit","fadbe537-2e80-450c-b29d-bcced1c558e0"
"2244","RESULT.coding.code","https://crm.d4k.dk/dataset/observation/observation_result/result/coding/code","7147ce05-be1d-4ab9-a15a-956514e752d4"
"2245","DATE TIME.date_time.value","https://crm.d4k.dk/dataset/common/date_time/date_time/value","1e8fd301-04f5-4012-96b8-ddfb426bd694"
